"Polarized Data for B=1.5T, filter rotated 0, 30, 60, 90 from noon to 3 on a clockface"
Wavelength(A)_MDPX,"Signal Strength, theta=0","Signal Strength, theta=30","Signal Strength, theta=60","Signal Strength, theta=90"
4459.0691317699775,-0.018270845476797488,-0.020927673064915733,-0.01721614171237496,-0.023524286551902078
4459.091368364451,-0.021068504392356455,-0.02208266986491714,-0.020578465730156842,-0.010357323031886025
4459.113604958924,-0.008902538099008286,-0.011816031642682401,-0.0004301882190211553,0.004529302390354353
4459.135841553398,0.0005427690654476776,-0.020311674771581648,-0.013674151525703972,-0.006943665822992972
4459.1580781478715,-0.017629180587907817,-0.013561360140462305,-0.006179505623472611,-0.022266623369678322
4459.180314742345,-0.03256713920125937,-0.021389671784916298,-0.04188174004129393,-0.03453525604524885
4459.202551336819,-0.013317192534569224,-0.020003675624914608,-0.007950500716808103,-0.011306987067442738
4459.224787931292,-0.02735682030347524,-0.025059994949365217,-0.026173783561274772,-0.013565647476334382
4459.2470245257655,-0.04960975865016904,-0.032862639998263624,-0.04503873129463111,-0.04685522191193053
4459.269261120238,-0.03634012874793064,-0.031219977882706067,-0.015342480236817118,-0.014771977467446963
4459.291497714713,0.021717710398806836,0.0054832537617831405,-0.00741150221014078,0.007378294497024493
4459.313734309186,-0.020503839290133545,-0.020979006256026906,-0.024582454636828392,-0.01623497341411542
4459.3359709036595,-0.022300500979024626,-0.017257349900466814,-0.013545818547926037,-0.02850360608968593
4459.358207498133,0.002390763945449931,-0.012175363980460617,-0.007026503276806977,-0.01225665110299945
4459.380444092606,0.007139084123233499,0.0009915995395554408,-0.002483515863468104,-0.006019668382991845
4459.40268068708,-0.037572125334598805,-0.050803590291618836,-0.06041302203242764,-0.03784624687191955
4459.4249172815535,-0.02530349265902829,-0.027806320673813015,-0.044089067259074396,-0.03800024644525307
4459.447153876027,-0.01123819829456669,-0.00994237016712456,0.012120777007660814,-0.019802630196341986
4459.4693904705,-0.01075053297901054,-0.011944364620460335,-0.014264483223482475,-0.017441303405227995
4459.491627064974,-0.02545749223236181,-0.03943328846049386,-0.022503460396825856,-0.03663991688080697
4459.513863659447,-0.01606351825901702,-0.015640354380464842,-0.014007817267926602,-0.0067639996541038645
4459.536100253921,-0.01344552551234716,-0.001549393420447658,0.000776141772091427,0.0037336379281311598
4459.558336848394,-0.03726412618793176,-0.029910981509371135,-0.0037925122368030334,-0.012359317485221798
4459.580573442868,-0.0393431204279343,-0.01615368629157658,-0.00856649901014219,-0.021137293165232503
4459.602810037341,-0.01685918272124021,-0.023596999002696767,-0.013982150672371014,0.0018343098570177325
4459.625046631814,-0.03847045617904435,-0.028678984922702967,-0.036389088592398346,-0.03296959371635805
4459.647283226288,-0.008851204907897111,-0.016744017989355077,-0.00969582921458801,-0.0005270169340962583
4459.669519820762,-0.013496858703458334,-0.010199036122680428,-0.005717506903472048,-0.0010660154407635823
4459.691756415235,-0.023635163947915143,-0.02898698406937001,-0.02566045165016304,-0.017210304045227713
4459.713993009708,0.006420419447677067,0.00450792313067084,-0.00920816389903186,-0.011178654089664803
4459.736229604182,-0.04460477251682961,-0.02436699686936437,-0.012827153872369606,-0.012898315991889123
4459.758466198656,0.01432573087879782,-0.01117436675379273,0.012454442749883447,-0.014130312578557295
4459.780702793129,-0.0028452215478897876,6.760209955431388e-05,0.02277241416322936,0.010714951919250787
4459.802939387602,-0.022454500552358148,-0.027318655358256862,-0.01808880596126491,-0.035536253271916736
4459.825175982076,-0.017629180587907817,-0.012586029509350007,-0.01529114704570595,-0.015439308951892222
4459.84741257655,-0.02186416885457965,-0.013972025669351698,-0.003176513943468949,-0.019776963600786398
4459.8696491710225,0.0035457607454513398,-0.0037053874471169542,-0.00617950562347261,-0.009869657716329874
4459.891885765496,-0.042654111254605005,-0.034068969989376204,-0.053149375490196556,-0.043236231938592794
4459.91412235997,-0.01857884462346453,-0.015306688638242211,-0.006975170085695804,-0.01826263446300678
4459.936358954444,-0.009903535325676173,-0.006811045509342964,-0.013083819827925476,-0.018108634889673254
4459.9585955489165,-0.030205812410145375,-0.04061395185605086,-0.02815011141905496,-0.035664586249694666
4459.98083214339,0.0037767601054516215,-0.0008563953404468129,-0.0071291696590293245,0.004323969625909658
4460.003068737864,-0.016653849956795516,-0.012663029296016768,-0.0043315107434703575,0.004349636221465244
4460.025305332338,-0.041088448925714206,-0.02480332899380935,-0.031230102885725388,-0.023395953574124145
4460.047541926811,-0.0017928911301107265,-0.01230369695823855,-0.022298127632381155,-0.019417631263008182
4460.069778521284,-0.01262419445456838,-0.013638359927129065,-0.019654468290155717,-0.037230248578585465
4460.092015115758,-0.014831521672348849,-0.013920692478240524,-0.010132161339032986,-0.032584594783024244
4460.114251710231,-0.017141515272351665,-0.011071700371570382,-0.018011806174598157,-0.011974318551887997
4460.1364883047045,-0.0033328868634459378,0.0005039342239992904,0.012993441256550768,0.0009103124170166056
4460.158724899178,-0.008517539165674482,-0.02005500881602578,-0.02753411312572088,-0.028683272258575036
4460.180961493652,-0.015781185707905564,-0.0227500013493624,-0.011364157925701156,-0.003915007547433723
4460.203198088126,-0.011494864250122559,-0.01230369695823855,-0.017549807454597586,-0.011024654516331283
4460.2254346825985,0.004598091163230401,0.01808555217957629,0.008322120865433963,0.008841290443692945
4460.247671277072,-0.01711584867679608,-0.014690690344908127,-0.0005071880056879158,-0.0013740145874306246
4460.269907871546,-0.008235206614563027,-0.036532963162712546,-0.026379116325719473,-0.015054310018558417
4460.29214446602,-0.010365534045676736,-0.01841234670046822,-0.024736454210161914,-0.012436317271888559
4460.314381060492,-0.02733115370791965,-0.017385682878244747,-0.022246794441269983,-0.019776963600786405
4460.336617654966,-0.039574119787934584,-0.03732862762493574,-0.027919112059054684,-0.03720458198302988
4460.35885424944,-0.0348514662057066,-0.01972134307380315,-0.04198440642351627,-0.029016938000797673
4460.381090843914,-0.023660830543470728,-0.04289827886049809,-0.05281570974797393,-0.02098329359189898
4460.403327438387,-0.012085195947901056,-0.011533699091570943,-0.006872503703473455,-0.013693980454112315
4460.42556403286,-0.015216520605682652,-0.013253360993795265,0.004600464509873868,-0.019622964027452876
4460.447800627334,-0.020195840143466502,-0.025239661118254327,-0.017062142139041444,-0.01379664683633466
4460.470037221807,-0.002023890490111008,-0.0077350429493440905,-0.004511176912359465,-0.011229987280775977
4460.49227381628,-0.014112856996792418,-0.00447538531378456,-0.017498474263486413,-0.029555936507464995
4460.514510410754,-0.01621751783235054,-0.0108407010115701,-0.007180502850140497,-0.004659338818545742
4460.536747005228,-0.0311298098501465,-0.021158672424916015,-0.005768840094583221,-0.007970329645216446
4460.558983599702,-0.0045135502590029335,-0.017283016496022402,-0.03035743863683543,-0.007379997947437949
4460.581220194174,-0.020349839716800024,-0.02446966325158672,-0.030408771827946608,-0.04267156683636988
4460.603456788648,-0.04196111317460416,-0.02611232536714428,-0.008412499436808668,-0.01577297469411485
