,2.018,2.098,2.21,2.306,2.403,2.499,2.611,2.707,2.803,2.899,3.011,3.107,3.203
,3/31/2022,3/31/2022,3/31/2022,3/31/2022,3/31/2022,3/31/2022,3/31/2022,3/31/2022,3/31/2022,3/31/2022,3/31/2022,3/31/2022,3/31/2022
742.592152000000055523,0.009755702,0.009903354,0.009215954,0.008556974,0.008849173,0.008430004,0.010476222976311792,0.009411138,0.010417279655786251,0.011849314066250182,0.010690972207074965,0.009977412,0.012685818094121193
742.597640095593760634,-0.005206892,-0.007196541,-0.00807506,-0.006468004,-0.006674819,-0.00631288,-0.00705144,-0.008438334,-0.008253371,-0.008554197,-0.00856458,-0.008240286,-0.00892292
742.603128191187465745,-0.025460724,-0.027744702,-0.023453012,-0.023505311,-0.024696062,-0.023898773,-0.027320395,-0.027956496,-0.032306437,-0.033045733,-0.028085726,-0.033341564,-0.035060692
742.608616286781170857,-0.020567679,-0.018969868,-0.016292603,-0.018407003,-0.016048267,-0.016498587,-0.018586232,-0.018842886,-0.022098115,-0.020704375,-0.018636177,-0.022067772,-0.023589387
742.614104382374875968,-0.019062646,-0.020771792,-0.01888913,-0.017189176,-0.018280279,-0.019913857,-0.021121038,-0.022422316,-0.026040405,-0.024414104,-0.020816842,-0.025881558,-0.027851647
742.619592477968694766,-0.016909706,-0.016353259,-0.01636606,-0.01414921,-0.014852189,-0.013412564,-0.015999211,-0.016851461,-0.019098916,-0.01698651,-0.014386676,-0.017845127,-0.018229365
742.625080573562399877,-0.016005336,-0.017001046,-0.015819927,-0.013459006,-0.01469705,-0.015829644,-0.016628165,-0.018773204,-0.020224678,-0.020289471,-0.016266801,-0.020616657,-0.022519222
742.630568669156104988,-0.022180696,-0.021976847,-0.020533916,-0.019275126,-0.019959293,-0.020446921,-0.022908219,-0.023716925,-0.026622403,-0.026492691,-0.020914693,-0.027279053,-0.028961674
742.636056764749810100,-0.021782504,-0.022907511,-0.019425681,-0.018698422,-0.019065987,-0.020399886,-0.022433536,-0.023060452,-0.02688154,-0.024820873,-0.020055007,-0.025579941,-0.02809389
742.641544860343515211,-0.017442879,-0.018500293,-0.016733342,-0.016870148,-0.015612875,-0.016822607,-0.017852847,-0.018494478,-0.021652059,-0.020806067,-0.016944764,-0.021028868,-0.024359047
742.647032955937334009,-0.020500188,-0.022958429,-0.018716667,-0.019778208,-0.020617386,-0.020797071,-0.023689072,-0.023977314,-0.027854368,-0.026159141,-0.02225664,-0.026303823,-0.029722135
742.652521051531039120,-0.022902842,-0.022808504,-0.022446978,-0.020716886,-0.019503882,-0.02293978,-0.023409009,-0.023053117,-0.027790646,-0.027875705,-0.023284069,-0.027181865,-0.029427763
742.658009147124744231,-0.017726338,-0.017303724,-0.01574647,-0.014756589,-0.01499732,-0.01539065,-0.018382118,-0.017031166,-0.02033513,-0.019459663,-0.016092068,-0.020620008,-0.022623479
742.663497242718449343,-0.017942307,-0.020415368,-0.01769147,-0.019146288,-0.01809261,-0.017614364,-0.020655849,-0.022268283,-0.025381941,-0.024096825,-0.019356076,-0.023411646,-0.026514708
742.668985338312154454,-0.025521465,-0.025150723,-0.02306018,-0.021450036,-0.022261367,-0.023449327,-0.025018184,-0.026848926,-0.029935965,-0.029990901,-0.024863653,-0.029876315,-0.033656293
742.674473433905973252,-0.01625505,-0.017278265,-0.016072234,-0.015842511,-0.015497771,-0.015685926,-0.016969937,-0.019018923,-0.020810924,-0.019471866,-0.016672181,-0.019872667,-0.021982607
742.679961529499678363,-0.018833179,-0.020910402,-0.017784089,-0.017471392,-0.017479558,-0.019221396,-0.01942642,-0.020042142,-0.023890838,-0.024194449,-0.019705542,-0.024061799,-0.026125278
742.685449625093383474,-0.022146951,-0.023931525,-0.021345131,-0.020971495,-0.021795948,-0.022001691,-0.024609957,-0.026394162,-0.029804272,-0.029242447,-0.024870643,-0.028689952,-0.031807269
742.690937720687088586,-0.018529472,-0.020491744,-0.019227668,-0.016548053,-0.017064183,-0.017907027,-0.019943825,-0.019712071,-0.023381059,-0.021017586,-0.020348558,-0.02306311,-0.026030221
742.696425816280793697,-0.018677951,-0.018811457,-0.016449098,-0.016268903,-0.016926559,-0.017721499,-0.020145565,-0.019811092,-0.022633383,-0.022022305,-0.019957157,-0.022490037,-0.024690215
742.701913911874498808,-0.024488864,-0.024406758,-0.023449818,-0.022594241,-0.021998631,-0.023728924,-0.024636064,-0.026049422,-0.029766039,-0.028099427,-0.02418569,-0.02891449,-0.032129239
742.707402007468317606,-0.021364064,-0.021792977,-0.019122274,-0.018538908,-0.018262763,-0.019349436,-0.020665342,-0.021626479,-0.025921457,-0.023079903,-0.021998036,-0.02388418,-0.029611746
742.712890103062022717,-0.016302293,-0.01802506,-0.015893383,-0.016198349,-0.016421104,-0.016004719,-0.018624206,-0.020199842,-0.022420975,-0.021180294,-0.018125957,-0.022161609,-0.023147829
742.718378198655727829,-0.025352739,-0.026203024,-0.024340877,-0.02307585,-0.024032964,-0.023911838,-0.025694607,-0.028330575,-0.032365911,-0.031093244,-0.025562584,-0.030640412,-0.034438218
742.723866294249432940,-0.022720618,-0.022686867,-0.019920714,-0.018695355,-0.020462246,-0.020982598,-0.022065657,-0.023049449,-0.027170415,-0.025658816,-0.02327708,-0.027915801,-0.029418564
742.729354389843138051,-0.017051435,-0.019713834,-0.016621561,-0.015713672,-0.017266866,-0.016749441,-0.019020567,-0.021039688,-0.022187327,-0.022050779,-0.018356605,-0.022895545,-0.026085415
742.734842485436956849,-0.022160449,-0.02371371,-0.022577922,-0.02128132,-0.021480664,-0.02153918,-0.023577522,-0.024142349,-0.027922339,-0.028420774,-0.021599645,-0.027543806,-0.030795366
742.740330581030661961,-0.022059214,-0.024002244,-0.022756773,-0.021244509,-0.022356453,-0.022615761,-0.025279259,-0.024644789,-0.030297059,-0.027745539,-0.025143226,-0.027530401,-0.031224658
